dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2006-11-01,24.70300000000001,1.011,Adilabad,India,20.09N,78.48E
2006-12-01,22.61,0.6890000000000001,Adilabad,India,20.09N,78.48E
2007-01-01,22.711,0.53,Adilabad,India,20.09N,78.48E
2007-02-01,25.298,0.8440000000000001,Adilabad,India,20.09N,78.48E
2007-03-01,29.147,0.35200000000000004,Adilabad,India,20.09N,78.48E
2007-04-01,33.196000000000005,0.723,Adilabad,India,20.09N,78.48E
2007-05-01,35.71,0.469,Adilabad,India,20.09N,78.48E
2007-06-01,31.910999999999998,0.434,Adilabad,India,20.09N,78.48E
2007-07-01,28.643,0.222,Adilabad,India,20.09N,78.48E
2007-08-01,27.888,0.257,Adilabad,India,20.09N,78.48E
2007-09-01,28.172,0.7240000000000001,Adilabad,India,20.09N,78.48E
2007-10-01,26.511999999999997,0.319,Adilabad,India,20.09N,78.48E
2007-11-01,23.82800000000001,0.596,Adilabad,India,20.09N,78.48E
2007-12-01,22.477,0.14800000000000002,Adilabad,India,20.09N,78.48E
2008-01-01,22.45,0.202,Adilabad,India,20.09N,78.48E
2008-02-01,23.891,0.147,Adilabad,India,20.09N,78.48E
2008-03-01,29.076999999999998,0.899,Adilabad,India,20.09N,78.48E
2008-04-01,32.531,0.518,Adilabad,India,20.09N,78.48E
2008-05-01,35.42200000000001,0.441,Adilabad,India,20.09N,78.48E
2008-06-01,30.866,0.7879999999999999,Adilabad,India,20.09N,78.48E
2008-07-01,28.487,0.27,Adilabad,India,20.09N,78.48E
2008-08-01,27.51,0.366,Adilabad,India,20.09N,78.48E
2008-09-01,27.79000000000001,0.172,Adilabad,India,20.09N,78.48E
2008-10-01,27.078000000000007,0.354,Adilabad,India,20.09N,78.48E
2008-11-01,25.01100000000001,1.037,Adilabad,India,20.09N,78.48E
2008-12-01,23.177,0.191,Adilabad,India,20.09N,78.48E
2009-01-01,23.998,0.772,Adilabad,India,20.09N,78.48E
2009-02-01,27.045,0.398,Adilabad,India,20.09N,78.48E
2009-03-01,29.928,0.745,Adilabad,India,20.09N,78.48E
2009-04-01,33.708,0.762,Adilabad,India,20.09N,78.48E
2009-05-01,35.88200000000001,0.403,Adilabad,India,20.09N,78.48E
2009-06-01,33.705,0.242,Adilabad,India,20.09N,78.48E
2009-07-01,28.342,0.3720000000000001,Adilabad,India,20.09N,78.48E
2009-08-01,28.364,0.172,Adilabad,India,20.09N,78.48E
2009-09-01,29.006,0.201,Adilabad,India,20.09N,78.48E
2009-10-01,26.8,0.287,Adilabad,India,20.09N,78.48E
2009-11-01,24.353,0.29600000000000004,Adilabad,India,20.09N,78.48E
2009-12-01,22.595,0.473,Adilabad,India,20.09N,78.48E
2010-01-01,21.578000000000007,0.215,Adilabad,India,20.09N,78.48E
2010-02-01,25.647,0.59,Adilabad,India,20.09N,78.48E
2010-03-01,30.715,0.7929999999999999,Adilabad,India,20.09N,78.48E
2010-04-01,34.634,0.31,Adilabad,India,20.09N,78.48E
2010-05-01,36.433,0.276,Adilabad,India,20.09N,78.48E
2010-06-01,32.852,0.182,Adilabad,India,20.09N,78.48E
2010-07-01,28.175,0.157,Adilabad,India,20.09N,78.48E
2010-08-01,27.835,0.234,Adilabad,India,20.09N,78.48E
2010-09-01,27.97600000000001,0.389,Adilabad,India,20.09N,78.48E
2010-10-01,27.389,0.388,Adilabad,India,20.09N,78.48E
2010-11-01,25.806,0.909,Adilabad,India,20.09N,78.48E
2010-12-01,21.302,0.426,Adilabad,India,20.09N,78.48E
2011-01-01,21.083,0.7390000000000001,Adilabad,India,20.09N,78.48E
2011-02-01,24.799,0.202,Adilabad,India,20.09N,78.48E
2011-03-01,29.204,0.463,Adilabad,India,20.09N,78.48E
2011-04-01,31.573,0.433,Adilabad,India,20.09N,78.48E
2011-05-01,35.24200000000001,0.209,Adilabad,India,20.09N,78.48E
2011-06-01,31.216,0.578,Adilabad,India,20.09N,78.48E
2011-07-01,28.163,0.319,Adilabad,India,20.09N,78.48E
2011-08-01,27.465999999999998,0.298,Adilabad,India,20.09N,78.48E
2011-09-01,27.832,0.362,Adilabad,India,20.09N,78.48E
2011-10-01,27.311,0.456,Adilabad,India,20.09N,78.48E
2011-11-01,24.53,0.505,Adilabad,India,20.09N,78.48E
2011-12-01,22.087,1.116,Adilabad,India,20.09N,78.48E
2012-01-01,22.05,0.5,Adilabad,India,20.09N,78.48E
2012-02-01,25.153,0.459,Adilabad,India,20.09N,78.48E
2012-03-01,29.035999999999998,0.32,Adilabad,India,20.09N,78.48E
2012-04-01,33.373000000000005,0.782,Adilabad,India,20.09N,78.48E
2012-05-01,36.167,0.506,Adilabad,India,20.09N,78.48E
2012-06-01,33.238,0.629,Adilabad,India,20.09N,78.48E
2012-07-01,28.127,0.496,Adilabad,India,20.09N,78.48E
2012-08-01,27.364,0.73,Adilabad,India,20.09N,78.48E
2012-09-01,28.32800000000001,0.401,Adilabad,India,20.09N,78.48E
2012-10-01,26.78,0.631,Adilabad,India,20.09N,78.48E
2012-11-01,23.91500000000001,0.564,Adilabad,India,20.09N,78.48E
2012-12-01,22.872,1.058,Adilabad,India,20.09N,78.48E
2013-01-01,22.491999999999997,0.66,Adilabad,India,20.09N,78.48E
2013-02-01,25.306,0.455,Adilabad,India,20.09N,78.48E
2013-03-01,29.05,0.238,Adilabad,India,20.09N,78.48E
2013-04-01,32.706,0.467,Adilabad,India,20.09N,78.48E
2013-05-01,36.856,0.526,Adilabad,India,20.09N,78.48E
2013-06-01,30.33,0.614,Adilabad,India,20.09N,78.48E
2013-07-01,27.324,0.316,Adilabad,India,20.09N,78.48E
2013-08-01,26.98,0.369,Adilabad,India,20.09N,78.48E
2013-09-01,16.727432636247972,1.028574741453633,Adilabad,India,20.09N,78.48E
2000-02-01,26.888,0.295,Adoni,India,15.27N,77.50E
2000-03-01,30.041,0.438,Adoni,India,15.27N,77.50E
2000-04-01,32.906,0.328,Adoni,India,15.27N,77.50E
2000-05-01,31.884000000000004,0.225,Adoni,India,15.27N,77.50E
2000-06-01,28.244,0.565,Adoni,India,15.27N,77.50E
2000-07-01,27.209,0.585,Adoni,India,15.27N,77.50E
2000-08-01,26.808000000000003,0.642,Adoni,India,15.27N,77.50E
2000-09-01,27.772,0.228,Adoni,India,15.27N,77.50E
2000-10-01,26.778,0.321,Adoni,India,15.27N,77.50E
2000-11-01,25.321,0.276,Adoni,India,15.27N,77.50E
2000-12-01,22.918000000000006,0.266,Adoni,India,15.27N,77.50E
2001-01-01,24.427,0.228,Adoni,India,15.27N,77.50E
2001-02-01,27.934,0.231,Adoni,India,15.27N,77.50E
2001-03-01,30.803,0.153,Adoni,India,15.27N,77.50E
2001-04-01,31.712,0.232,Adoni,India,15.27N,77.50E
2001-05-01,32.983000000000004,0.375,Adoni,India,15.27N,77.50E
2001-06-01,29.283,0.246,Adoni,India,15.27N,77.50E
2001-07-01,28.325,0.388,Adoni,India,15.27N,77.50E
2001-08-01,27.194000000000006,0.205,Adoni,India,15.27N,77.50E
2001-09-01,27.789,0.3670000000000001,Adoni,India,15.27N,77.50E
2001-10-01,26.149,0.35600000000000004,Adoni,India,15.27N,77.50E
2001-11-01,25.763,0.184,Adoni,India,15.27N,77.50E
2001-12-01,23.624,0.376,Adoni,India,15.27N,77.50E
2002-01-01,24.320999999999998,0.282,Adoni,India,15.27N,77.50E
2002-02-01,26.955,0.407,Adoni,India,15.27N,77.50E
2002-03-01,30.927,0.162,Adoni,India,15.27N,77.50E
2002-04-01,33.008,0.111,Adoni,India,15.27N,77.50E
2002-05-01,32.533,0.602,Adoni,India,15.27N,77.50E
2002-06-01,29.206,0.266,Adoni,India,15.27N,77.50E
2002-07-01,28.747,0.166,Adoni,India,15.27N,77.50E
2002-08-01,27.155,0.314,Adoni,India,15.27N,77.50E
2002-09-01,28.269,0.382,Adoni,India,15.27N,77.50E
2002-10-01,27.355999999999998,0.257,Adoni,India,15.27N,77.50E
2002-11-01,25.021,0.188,Adoni,India,15.27N,77.50E
2002-12-01,23.985,0.222,Adoni,India,15.27N,77.50E
2003-01-01,24.715,0.335,Adoni,India,15.27N,77.50E
2003-02-01,28.327,0.315,Adoni,India,15.27N,77.50E
2003-03-01,30.965999999999998,0.15,Adoni,India,15.27N,77.50E
2003-04-01,32.696,0.245,Adoni,India,15.27N,77.50E
2003-05-01,33.588,0.239,Adoni,India,15.27N,77.50E
2003-06-01,31.133000000000006,0.399,Adoni,India,15.27N,77.50E
2003-07-01,28.129,0.599,Adoni,India,15.27N,77.50E
2003-08-01,27.608,0.335,Adoni,India,15.27N,77.50E
2003-09-01,27.96,0.419,Adoni,India,15.27N,77.50E
2003-10-01,27.008000000000006,0.441,Adoni,India,15.27N,77.50E
2003-11-01,25.558000000000003,0.28800000000000003,Adoni,India,15.27N,77.50E
2003-12-01,23.462,0.3,Adoni,India,15.27N,77.50E
2004-01-01,24.291,0.373,Adoni,India,15.27N,77.50E
2004-02-01,26.96,0.337,Adoni,India,15.27N,77.50E
2004-03-01,31.136999999999997,0.254,Adoni,India,15.27N,77.50E
2004-04-01,32.464,0.245,Adoni,India,15.27N,77.50E
2004-05-01,30.31600000000001,0.461,Adoni,India,15.27N,77.50E
2004-06-01,29.041,0.281,Adoni,India,15.27N,77.50E
2004-07-01,27.63,0.217,Adoni,India,15.27N,77.50E
2004-08-01,27.561999999999998,0.5770000000000001,Adoni,India,15.27N,77.50E
2004-09-01,27.2,0.098,Adoni,India,15.27N,77.50E
2004-10-01,26.39,0.298,Adoni,India,15.27N,77.50E
2004-11-01,25.142,0.181,Adoni,India,15.27N,77.50E
2004-12-01,23.421,0.373,Adoni,India,15.27N,77.50E
2005-01-01,25.244,0.16699999999999998,Adoni,India,15.27N,77.50E
2005-02-01,27.716,0.241,Adoni,India,15.27N,77.50E
2005-03-01,30.776,0.185,Adoni,India,15.27N,77.50E
2005-04-01,31.851,0.377,Adoni,India,15.27N,77.50E
2005-05-01,32.786,0.177,Adoni,India,15.27N,77.50E
2005-06-01,30.253,0.199,Adoni,India,15.27N,77.50E
2005-07-01,27.524,0.353,Adoni,India,15.27N,77.50E
2005-08-01,27.283,0.209,Adoni,India,15.27N,77.50E
2005-09-01,27.06,0.096,Adoni,India,15.27N,77.50E
2005-10-01,26.226,0.277,Adoni,India,15.27N,77.50E
2005-11-01,23.912,0.457,Adoni,India,15.27N,77.50E
2005-12-01,23.257,0.135,Adoni,India,15.27N,77.50E
2006-01-01,24.215,0.457,Adoni,India,15.27N,77.50E
2006-02-01,26.6,0.268,Adoni,India,15.27N,77.50E
2006-03-01,29.82,0.493,Adoni,India,15.27N,77.50E
2006-04-01,32.379,0.448,Adoni,India,15.27N,77.50E
2006-05-01,31.948000000000004,0.412,Adoni,India,15.27N,77.50E
2006-06-01,29.162,0.473,Adoni,India,15.27N,77.50E
2006-07-01,28.055,0.33,Adoni,India,15.27N,77.50E
2006-08-01,27.639,0.386,Adoni,India,15.27N,77.50E
2006-09-01,27.964,0.338,Adoni,India,15.27N,77.50E
2006-10-01,27.235,0.232,Adoni,India,15.27N,77.50E
2006-11-01,25.455,0.222,Adoni,India,15.27N,77.50E
2006-12-01,23.537,0.265,Adoni,India,15.27N,77.50E
2007-01-01,24.609,0.22,Adoni,India,15.27N,77.50E
2007-02-01,26.742,0.411,Adoni,India,15.27N,77.50E
2007-03-01,31.018,0.231,Adoni,India,15.27N,77.50E
2007-04-01,32.305,0.448,Adoni,India,15.27N,77.50E
2007-05-01,32.54600000000001,0.355,Adoni,India,15.27N,77.50E
2007-06-01,28.77,0.604,Adoni,India,15.27N,77.50E
2007-07-01,28.165,0.272,Adoni,India,15.27N,77.50E
2007-08-01,27.429,0.355,Adoni,India,15.27N,77.50E
2007-09-01,26.933000000000003,0.35600000000000004,Adoni,India,15.27N,77.50E
2007-10-01,26.69,0.272,Adoni,India,15.27N,77.50E
2007-11-01,24.536,0.312,Adoni,India,15.27N,77.50E
2007-12-01,24.033,0.279,Adoni,India,15.27N,77.50E
2008-01-01,24.228,0.223,Adoni,India,15.27N,77.50E
2008-02-01,26.91800000000001,0.271,Adoni,India,15.27N,77.50E
2008-03-01,28.795,0.555,Adoni,India,15.27N,77.50E
2008-04-01,31.659,0.547,Adoni,India,15.27N,77.50E
2008-05-01,32.446000000000005,0.359,Adoni,India,15.27N,77.50E
2008-06-01,29.36,0.17800000000000002,Adoni,India,15.27N,77.50E
2008-07-01,28.499000000000002,0.313,Adoni,India,15.27N,77.50E
2008-08-01,27.241999999999997,0.338,Adoni,India,15.27N,77.50E
2008-09-01,27.066,0.297,Adoni,India,15.27N,77.50E
2008-10-01,26.688,0.228,Adoni,India,15.27N,77.50E
2008-11-01,25.163,0.344,Adoni,India,15.27N,77.50E
2008-12-01,24.008000000000006,0.254,Adoni,India,15.27N,77.50E
2009-01-01,24.36,0.312,Adoni,India,15.27N,77.50E
2009-02-01,28.08,0.452,Adoni,India,15.27N,77.50E
2009-03-01,30.52,0.439,Adoni,India,15.27N,77.50E
2009-04-01,32.895,0.422,Adoni,India,15.27N,77.50E
2009-05-01,32.533,0.442,Adoni,India,15.27N,77.50E
2009-06-01,29.904,0.523,Adoni,India,15.27N,77.50E
2009-07-01,28.22,0.259,Adoni,India,15.27N,77.50E
2009-08-01,28.215999999999998,0.282,Adoni,India,15.27N,77.50E
2009-09-01,27.469,0.263,Adoni,India,15.27N,77.50E
2009-10-01,26.982,0.412,Adoni,India,15.27N,77.50E
2009-11-01,25.569000000000006,0.384,Adoni,India,15.27N,77.50E
2009-12-01,24.093000000000004,0.259,Adoni,India,15.27N,77.50E
2010-01-01,24.359,0.4,Adoni,India,15.27N,77.50E
2010-02-01,27.677,0.292,Adoni,India,15.27N,77.50E
2010-03-01,31.410999999999998,0.515,Adoni,India,15.27N,77.50E
2010-04-01,33.236,0.353,Adoni,India,15.27N,77.50E
2010-05-01,32.773,0.375,Adoni,India,15.27N,77.50E
2010-06-01,29.999,0.447,Adoni,India,15.27N,77.50E
2010-07-01,27.238000000000003,0.476,Adoni,India,15.27N,77.50E
2010-08-01,27.338,0.44,Adoni,India,15.27N,77.50E
2010-09-01,27.245,0.349,Adoni,India,15.27N,77.50E
2010-10-01,26.889,0.27,Adoni,India,15.27N,77.50E
2010-11-01,25.581,0.157,Adoni,India,15.27N,77.50E
2010-12-01,23.103,0.219,Adoni,India,15.27N,77.50E
2011-01-01,23.676,0.394,Adoni,India,15.27N,77.50E
2011-02-01,26.10700000000001,0.308,Adoni,India,15.27N,77.50E
2011-03-01,30.197,0.327,Adoni,India,15.27N,77.50E
2011-04-01,31.129,0.32,Adoni,India,15.27N,77.50E
2011-05-01,32.195,0.37,Adoni,India,15.27N,77.50E
2011-06-01,29.563,0.341,Adoni,India,15.27N,77.50E
2011-07-01,27.905,0.26,Adoni,India,15.27N,77.50E
2011-08-01,27.366999999999997,0.251,Adoni,India,15.27N,77.50E
2011-09-01,27.89,0.26,Adoni,India,15.27N,77.50E
2011-10-01,27.513,0.211,Adoni,India,15.27N,77.50E
2011-11-01,25.352,0.397,Adoni,India,15.27N,77.50E
2011-12-01,24.081,0.423,Adoni,India,15.27N,77.50E
2012-01-01,24.566,0.302,Adoni,India,15.27N,77.50E
2012-02-01,27.405,0.662,Adoni,India,15.27N,77.50E
2012-03-01,30.872,0.479,Adoni,India,15.27N,77.50E
2012-04-01,32.07,0.542,Adoni,India,15.27N,77.50E
2012-05-01,32.954,0.318,Adoni,India,15.27N,77.50E
2012-06-01,31.043000000000006,0.513,Adoni,India,15.27N,77.50E
2012-07-01,28.69,0.419,Adoni,India,15.27N,77.50E
2012-08-01,28.276999999999997,0.395,Adoni,India,15.27N,77.50E
2012-09-01,28.091,0.5760000000000001,Adoni,India,15.27N,77.50E
2012-10-01,26.86,0.507,Adoni,India,15.27N,77.50E
2012-11-01,25.434,0.589,Adoni,India,15.27N,77.50E
2012-12-01,24.806,0.669,Adoni,India,15.27N,77.50E
2013-01-01,25.435,0.5710000000000001,Adoni,India,15.27N,77.50E
2013-02-01,27.426,0.515,Adoni,India,15.27N,77.50E
2013-03-01,30.693,0.449,Adoni,India,15.27N,77.50E
2013-04-01,33.048,0.54,Adoni,India,15.27N,77.50E
2013-05-01,33.602000000000004,0.7240000000000001,Adoni,India,15.27N,77.50E
2013-06-01,29.279,0.636,Adoni,India,15.27N,77.50E
2013-07-01,27.5,0.31,Adoni,India,15.27N,77.50E
2013-08-01,27.524,0.407,Adoni,India,15.27N,77.50E
2013-09-01,16.727432636247972,1.028574741453633,Adoni,India,15.27N,77.50E
2000-02-01,20.477,0.244,Agartala,India,23.31N,91.75E
2000-03-01,25.154,0.318,Agartala,India,23.31N,91.75E
2000-04-01,27.923000000000002,0.174,Agartala,India,23.31N,91.75E
2000-05-01,27.897,0.219,Agartala,India,23.31N,91.75E
2000-06-01,28.417,0.229,Agartala,India,23.31N,91.75E
2000-07-01,28.373,0.25,Agartala,India,23.31N,91.75E
2000-08-01,28.399,0.397,Agartala,India,23.31N,91.75E
2000-09-01,27.951,0.208,Agartala,India,23.31N,91.75E
2000-10-01,27.021,0.211,Agartala,India,23.31N,91.75E
2000-11-01,23.425,0.222,Agartala,India,23.31N,91.75E
2000-12-01,18.946,0.262,Agartala,India,23.31N,91.75E
2001-01-01,17.702,0.353,Agartala,India,23.31N,91.75E
2001-02-01,21.81,0.28300000000000003,Agartala,India,23.31N,91.75E
2001-03-01,25.858,0.371,Agartala,India,23.31N,91.75E
2001-04-01,28.677,0.179,Agartala,India,23.31N,91.75E
2001-05-01,27.751,0.369,Agartala,India,23.31N,91.75E
2001-06-01,27.824,0.162,Agartala,India,23.31N,91.75E
2001-07-01,28.203000000000007,0.379,Agartala,India,23.31N,91.75E
2001-08-01,28.846,0.261,Agartala,India,23.31N,91.75E
2001-09-01,28.306,0.233,Agartala,India,23.31N,91.75E
2001-10-01,26.951999999999998,0.389,Agartala,India,23.31N,91.75E
2001-11-01,23.864,0.655,Agartala,India,23.31N,91.75E
2001-12-01,19.591,0.642,Agartala,India,23.31N,91.75E
2002-01-01,19.223000000000006,0.486,Agartala,India,23.31N,91.75E
2002-02-01,22.198,0.738,Agartala,India,23.31N,91.75E
2002-03-01,25.947,0.742,Agartala,India,23.31N,91.75E
2002-04-01,27.549,0.485,Agartala,India,23.31N,91.75E
2002-05-01,27.843000000000004,0.476,Agartala,India,23.31N,91.75E
2002-06-01,28.427000000000003,0.5489999999999999,Agartala,India,23.31N,91.75E
2002-07-01,27.949,0.578,Agartala,India,23.31N,91.75E
2002-08-01,28.058000000000003,0.371,Agartala,India,23.31N,91.75E
2002-09-01,28.356,0.322,Agartala,India,23.31N,91.75E
2002-10-01,26.967,0.314,Agartala,India,23.31N,91.75E
2002-11-01,23.816999999999997,0.601,Agartala,India,23.31N,91.75E
2002-12-01,20.022000000000002,0.56,Agartala,India,23.31N,91.75E
2003-01-01,17.656000000000006,0.933,Agartala,India,23.31N,91.75E
2003-02-01,22.412,0.5329999999999999,Agartala,India,23.31N,91.75E
2003-03-01,24.409,1.062,Agartala,India,23.31N,91.75E
2003-04-01,28.184,0.333,Agartala,India,23.31N,91.75E
2003-05-01,28.63000000000001,0.462,Agartala,India,23.31N,91.75E
2003-06-01,27.654000000000003,0.359,Agartala,India,23.31N,91.75E
2003-07-01,28.531,0.494,Agartala,India,23.31N,91.75E
2003-08-01,28.637,0.311,Agartala,India,23.31N,91.75E
2003-09-01,28.41,0.455,Agartala,India,23.31N,91.75E
2003-10-01,27.173,0.5329999999999999,Agartala,India,23.31N,91.75E
2003-11-01,23.531,0.354,Agartala,India,23.31N,91.75E
2003-12-01,19.927,0.29600000000000004,Agartala,India,23.31N,91.75E
2004-01-01,18.896,0.75,Agartala,India,23.31N,91.75E
2004-02-01,21.979,0.633,Agartala,India,23.31N,91.75E
2004-03-01,27.044,0.5870000000000001,Agartala,India,23.31N,91.75E
2004-04-01,26.864,0.977,Agartala,India,23.31N,91.75E
2004-05-01,29.520000000000003,0.517,Agartala,India,23.31N,91.75E
2004-06-01,28.349,0.422,Agartala,India,23.31N,91.75E
2004-07-01,27.73200000000001,0.285,Agartala,India,23.31N,91.75E
2004-08-01,28.591,0.268,Agartala,India,23.31N,91.75E
2004-09-01,27.373,0.422,Agartala,India,23.31N,91.75E
2004-10-01,26.276,0.537,Agartala,India,23.31N,91.75E
2004-11-01,23.552,0.511,Agartala,India,23.31N,91.75E
2004-12-01,20.326,0.8590000000000001,Agartala,India,23.31N,91.75E
2005-01-01,18.854,0.638,Agartala,India,23.31N,91.75E
2005-02-01,22.718000000000004,0.36,Agartala,India,23.31N,91.75E
2005-03-01,26.103,0.301,Agartala,India,23.31N,91.75E
2005-04-01,28.082,0.208,Agartala,India,23.31N,91.75E
2005-05-01,28.128,0.496,Agartala,India,23.31N,91.75E
2005-06-01,29.275,0.28800000000000003,Agartala,India,23.31N,91.75E
2005-07-01,28.106,0.242,Agartala,India,23.31N,91.75E
2005-08-01,28.11,0.322,Agartala,India,23.31N,91.75E
2005-09-01,28.189,0.305,Agartala,India,23.31N,91.75E
2005-10-01,26.927,0.35200000000000004,Agartala,India,23.31N,91.75E
2005-11-01,23.491999999999997,0.57,Agartala,India,23.31N,91.75E
2005-12-01,20.312,0.481,Agartala,India,23.31N,91.75E
2006-01-01,18.955,0.422,Agartala,India,23.31N,91.75E
2006-02-01,23.914,0.562,Agartala,India,23.31N,91.75E
2006-03-01,26.995,0.272,Agartala,India,23.31N,91.75E
2006-04-01,28.227,0.244,Agartala,India,23.31N,91.75E
2006-05-01,28.434,0.401,Agartala,India,23.31N,91.75E
2006-06-01,28.297,0.221,Agartala,India,23.31N,91.75E
2006-07-01,28.519000000000002,0.251,Agartala,India,23.31N,91.75E
2006-08-01,28.367,0.284,Agartala,India,23.31N,91.75E
2006-09-01,28.029,0.23,Agartala,India,23.31N,91.75E
2006-10-01,27.186,0.239,Agartala,India,23.31N,91.75E
2006-11-01,23.506,0.397,Agartala,India,23.31N,91.75E
2006-12-01,19.326,0.4920000000000001,Agartala,India,23.31N,91.75E
2007-01-01,17.952,1.116,Agartala,India,23.31N,91.75E
2007-02-01,20.992,0.361,Agartala,India,23.31N,91.75E
2007-03-01,25.106,0.526,Agartala,India,23.31N,91.75E
2007-04-01,27.957,0.6659999999999999,Agartala,India,23.31N,91.75E
2007-05-01,28.677000000000003,0.348,Agartala,India,23.31N,91.75E
2007-06-01,28.501,0.407,Agartala,India,23.31N,91.75E
2007-07-01,27.78,0.335,Agartala,India,23.31N,91.75E
2007-08-01,28.903000000000002,0.255,Agartala,India,23.31N,91.75E
2007-09-01,28.051,0.234,Agartala,India,23.31N,91.75E
2007-10-01,26.676,0.331,Agartala,India,23.31N,91.75E
2007-11-01,23.76,0.415,Agartala,India,23.31N,91.75E
2007-12-01,19.181,0.458,Agartala,India,23.31N,91.75E
2008-01-01,18.58,0.317,Agartala,India,23.31N,91.75E
2008-02-01,20.273,0.325,Agartala,India,23.31N,91.75E
2008-03-01,26.114,0.231,Agartala,India,23.31N,91.75E
2008-04-01,28.853,0.318,Agartala,India,23.31N,91.75E
2008-05-01,28.937,0.207,Agartala,India,23.31N,91.75E
2008-06-01,28.152,0.136,Agartala,India,23.31N,91.75E
2008-07-01,27.922,0.381,Agartala,India,23.31N,91.75E
2008-08-01,27.997,0.24,Agartala,India,23.31N,91.75E
2008-09-01,28.405,0.41,Agartala,India,23.31N,91.75E
2008-10-01,26.646,0.254,Agartala,India,23.31N,91.75E
2008-11-01,23.471,0.385,Agartala,India,23.31N,91.75E
2008-12-01,20.354000000000006,0.303,Agartala,India,23.31N,91.75E
2009-01-01,19.469,0.292,Agartala,India,23.31N,91.75E
2009-02-01,22.594,0.282,Agartala,India,23.31N,91.75E
2009-03-01,26.484,0.191,Agartala,India,23.31N,91.75E
2009-04-01,29.20000000000001,0.35200000000000004,Agartala,India,23.31N,91.75E
2009-05-01,28.954,0.318,Agartala,India,23.31N,91.75E
2009-06-01,29.076,0.293,Agartala,India,23.31N,91.75E
2009-07-01,28.591,0.35,Agartala,India,23.31N,91.75E
2009-08-01,28.393,0.218,Agartala,India,23.31N,91.75E
2009-09-01,28.502,0.31,Agartala,India,23.31N,91.75E
2009-10-01,27.024,0.289,Agartala,India,23.31N,91.75E
2009-11-01,23.919,0.434,Agartala,India,23.31N,91.75E
2009-12-01,19.193,0.328,Agartala,India,23.31N,91.75E
2010-01-01,17.740000000000006,0.381,Agartala,India,23.31N,91.75E
2010-02-01,21.795,0.409,Agartala,India,23.31N,91.75E
2010-03-01,27.373,0.213,Agartala,India,23.31N,91.75E
2010-04-01,29.123,0.369,Agartala,India,23.31N,91.75E
2010-05-01,28.997,0.194,Agartala,India,23.31N,91.75E
2010-06-01,28.507,0.266,Agartala,India,23.31N,91.75E
2010-07-01,28.984,0.264,Agartala,India,23.31N,91.75E
2010-08-01,28.938000000000002,0.366,Agartala,India,23.31N,91.75E
2010-09-01,28.4,0.182,Agartala,India,23.31N,91.75E
2010-10-01,27.454,0.26,Agartala,India,23.31N,91.75E
2010-11-01,24.238000000000003,0.338,Agartala,India,23.31N,91.75E
2010-12-01,19.225,0.328,Agartala,India,23.31N,91.75E
2011-01-01,17.458000000000002,0.411,Agartala,India,23.31N,91.75E
2011-02-01,21.747,0.374,Agartala,India,23.31N,91.75E
2011-03-01,25.594,0.422,Agartala,India,23.31N,91.75E
2011-04-01,27.673000000000002,0.336,Agartala,India,23.31N,91.75E
2011-05-01,28.115,0.416,Agartala,India,23.31N,91.75E
2011-06-01,28.306,0.219,Agartala,India,23.31N,91.75E
